latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.855885,32.453083,1020.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),cloud_cover_mean (%),precipitation_sum (mm)
2022-02-05,-7.7,-1.5,-13.0,86,10.9,899.7,29,0.00
2022-02-06,-2.6,1.8,-6.5,68,7.1,902.6,28,0.00
2022-02-07,-0.7,5.5,-8.0,75,10.8,900.6,48,0.00
2022-02-08,4.5,10.3,-0.2,81,25.1,893.2,87,5.90
2022-02-09,0.9,1.7,-1.5,90,34.0,892.5,100,25.10
2022-02-10,-2.4,-0.2,-4.9,78,35.5,901.6,69,1.60
2022-02-11,-2.9,0.1,-7.7,72,11.7,907.7,0,0.00
2022-02-12,-1.1,1.9,-4.2,50,8.4,907.2,26,0.00
2022-02-13,-1.2,2.7,-6.9,55,8.0,904.4,88,0.00
2022-02-14,-1.5,4.0,-8.3,68,8.4,901.4,32,0.00
2022-02-15,-1.8,2.7,-6.5,81,9.0,903.9,68,0.00
2022-02-16,-2.4,3.9,-7.4,77,7.9,904.2,22,0.00
2022-02-17,-0.5,5.7,-5.3,67,4.7,899.3,34,0.00
2022-02-18,3.2,10.4,-2.4,57,15.9,894.1,64,4.20
2022-02-19,1.2,4.6,-1.2,77,17.5,900.8,90,2.30
2022-02-20,1.3,9.2,-5.8,76,9.2,903.4,71,0.00
2022-02-21,7.6,14.2,3.6,61,10.3,899.0,91,5.40
2022-02-22,6.7,12.8,2.8,80,18.8,895.3,66,0.80
2022-02-23,7.2,13.8,2.3,72,17.7,897.4,52,0.10
2022-02-24,7.0,9.9,4.3,82,14.4,893.4,91,10.90
2022-02-25,3.9,8.4,-1.2,83,13.7,892.2,61,0.30
2022-02-26,2.9,7.7,-1.1,81,7.7,899.9,66,0.00
2022-02-27,5.1,12.7,-1.1,72,13.0,901.8,84,0.10
2022-02-28,6.1,11.5,1.5,76,22.3,898.6,89,0.20
2022-03-01,3.7,6.0,1.2,89,8.1,899.7,99,13.50
2022-03-02,2.7,3.8,1.8,95,12.5,893.9,99,18.80
2022-03-03,0.1,3.3,-3.0,75,24.5,887.7,87,17.60
2022-03-04,-1.6,3.2,-6.1,69,10.9,897.5,48,0.00
2022-03-05,1.7,9.7,-6.4,71,11.6,897.6,66,0.10
2022-03-06,3.8,8.7,0.1,76,7.3,895.4,80,0.00
2022-03-07,5.3,12.4,-1.0,73,20.4,893.1,41,0.40
2022-03-08,3.6,8.6,-0.7,81,8.7,892.6,78,0.50
2022-03-09,3.0,4.7,1.0,75,12.1,890.3,100,1.90
2022-03-10,-0.8,1.1,-2.4,76,19.9,889.5,100,10.10
2022-03-11,-4.2,-2.7,-6.2,73,30.1,892.1,95,5.90
2022-03-12,-8.2,-5.1,-12.3,73,20.6,899.6,66,0.10
2022-03-13,-7.0,-3.6,-9.2,74,19.9,901.0,64,0.50
2022-03-14,-6.5,-2.1,-10.7,71,15.8,905.9,24,0.00
2022-03-15,-4.0,-0.2,-6.6,66,19.9,908.9,68,0.00
2022-03-16,-1.8,4.3,-8.5,60,9.0,906.7,29,0.00
2022-03-17,1.3,6.2,-3.1,61,15.8,902.7,64,0.00
2022-03-18,-1.9,0.5,-5.0,62,21.3,905.3,54,0.00
2022-03-19,-4.9,-1.2,-8.4,46,25.4,905.8,50,0.10
2022-03-20,-2.7,1.7,-7.2,59,19.9,905.6,57,1.40
2022-03-21,-0.8,3.2,-3.4,61,21.2,903.8,80,0.40
2022-03-22,-1.3,2.4,-4.1,64,17.2,899.9,53,0.00
2022-03-23,0.3,4.6,-3.5,60,11.2,898.3,38,0.00
2022-03-24,0.6,5.2,-2.9,62,17.4,896.8,47,0.50
2022-03-25,2.8,9.8,-3.5,53,20.6,899.5,45,0.00
2022-03-26,2.6,7.0,-2.5,61,20.3,903.9,43,1.10
2022-03-27,2.7,11.0,-3.8,53,12.4,907.5,0,0.00
2022-03-28,6.8,14.5,-1.1,44,8.4,909.6,10,0.00
2022-03-29,7.8,13.1,3.2,53,16.3,903.9,85,2.30
2022-03-30,7.1,15.4,-0.2,67,10.5,899.6,20,0.30
2022-03-31,10.6,19.1,2.5,41,17.3,901.2,88,0.00
2022-04-01,13.8,24.2,6.1,31,23.1,900.6,68,0.00
2022-04-02,15.1,22.9,7.9,26,30.1,896.9,19,0.00
2022-04-03,13.2,20.2,5.0,32,26.5,898.0,71,0.00
2022-04-04,13.5,20.2,6.3,37,19.7,901.6,67,0.00
2022-04-05,15.9,22.8,9.4,28,40.8,898.4,72,0.00
2022-04-06,14.5,22.0,7.6,35,16.9,895.3,33,0.00
2022-04-07,13.1,19.8,5.5,51,19.6,895.6,73,0.90
2022-04-08,13.1,18.2,8.1,50,21.7,892.7,16,2.60
2022-04-09,13.2,23.4,4.4,50,19.5,898.4,20,0.00
2022-04-10,14.8,21.8,8.6,42,18.4,896.2,44,0.50
2022-04-11,9.6,16.8,4.3,51,28.3,890.9,50,4.20
2022-04-12,5.1,9.7,1.2,51,18.6,898.7,51,0.00
2022-04-13,5.0,11.4,-0.9,42,17.1,900.6,29,0.00
2022-04-14,5.9,13.6,-1.7,39,12.8,902.4,0,0.00
2022-04-15,9.8,18.1,2.0,43,13.4,902.1,5,0.00
2022-04-16,13.7,21.8,4.8,36,11.6,900.7,52,0.00
2022-04-17,16.3,23.4,9.2,28,19.8,897.1,95,0.10
2022-04-18,18.4,24.7,11.4,26,33.4,891.1,24,0.00
2022-04-19,12.2,18.9,7.0,46,24.9,892.3,38,0.00
2022-04-20,10.7,17.6,4.7,59,10.8,898.5,51,0.00
2022-04-21,12.6,21.0,4.4,45,17.1,899.6,34,0.00
2022-04-22,14.5,22.7,5.4,37,14.3,901.6,7,0.00
2022-04-23,18.3,27.1,9.0,30,16.4,898.2,21,0.00
2022-04-24,19.7,28.4,10.8,28,12.3,896.8,8,0.00
2022-04-25,19.7,29.3,9.9,21,18.4,896.7,2,0.00
2022-04-26,18.7,27.1,10.2,22,14.3,897.2,47,0.00
2022-04-27,18.7,25.8,10.9,30,12.6,897.7,79,0.00
2022-04-28,18.4,26.3,11.3,39,22.1,898.6,28,0.10
2022-04-29,19.8,26.6,11.9,35,12.7,899.8,34,0.00
2022-04-30,18.0,22.7,13.8,44,22.0,897.3,99,0.00
2022-05-01,14.1,18.9,10.2,65,18.2,898.2,76,0.90
2022-05-02,13.6,20.4,7.7,67,10.4,898.2,85,0.80
2022-05-03,16.2,22.2,11.2,60,12.3,895.6,56,0.90
2022-05-04,13.2,21.0,9.4,72,17.5,895.3,62,8.60
2022-05-05,9.7,12.6,7.2,62,23.8,898.7,75,0.40
2022-05-06,9.4,14.3,5.3,61,24.9,900.6,45,1.50
2022-05-07,9.6,13.3,6.0,63,18.1,900.8,58,0.20
2022-05-08,11.1,17.0,4.8,60,16.1,902.3,43,0.00
2022-05-09,12.4,18.2,5.9,53,16.1,901.2,61,0.00
2022-05-10,13.2,19.4,7.4,44,10.8,901.2,3,0.00
2022-05-11,13.8,20.8,7.6,44,21.1,900.8,40,3.50
2022-05-12,13.9,20.1,6.6,53,13.2,904.3,25,0.00
2022-05-13,16.2,22.9,7.9,38,11.9,905.0,8,0.00
2022-05-14,17.9,25.3,10.6,39,16.8,901.5,18,0.00
2022-05-15,14.6,20.2,9.7,64,18.7,900.6,63,14.10
2022-05-16,16.1,22.1,8.9,58,12.4,903.9,16,0.00
2022-05-17,15.0,20.7,9.3,67,11.3,902.3,31,2.40
2022-05-18,17.9,26.0,9.3,50,16.6,900.3,14,0.00
2022-05-19,12.3,16.5,9.3,66,21.4,902.5,80,1.70
2022-05-20,11.6,17.1,7.0,53,15.1,906.6,8,0.00
2022-05-21,14.6,22.3,6.6,42,10.0,903.5,0,0.00
2022-05-22,17.3,24.4,9.1,38,15.1,895.6,33,0.00
2022-05-23,17.4,21.6,12.9,46,22.3,894.8,35,0.20
2022-05-24,16.1,22.3,8.5,47,18.3,898.7,33,0.00
2022-05-25,17.8,24.3,9.9,44,17.6,902.7,22,0.10
2022-05-26,20.8,27.7,12.1,41,15.2,905.4,8,0.00
2022-05-27,21.4,28.0,17.1,47,17.6,904.5,43,1.90
2022-05-28,21.3,27.8,13.7,45,14.2,900.7,18,0.00
2022-05-29,23.0,30.0,14.1,39,17.4,901.5,33,0.00
2022-05-30,23.8,32.2,14.5,31,22.1,901.2,10,0.00
2022-05-31,23.8,31.4,14.7,25,13.1,900.1,15,0.00
2022-06-01,23.8,30.0,15.8,32,20.5,899.2,25,0.00
2022-06-02,24.1,31.1,18.1,35,29.7,898.6,61,0.00
2022-06-03,25.0,32.2,17.2,30,16.1,898.2,14,0.00
2022-06-04,23.4,31.0,15.2,45,25.2,899.2,20,0.20
2022-06-05,22.5,30.0,17.2,49,17.1,899.5,40,0.90
2022-06-06,21.6,26.8,15.7,51,16.1,898.3,37,1.80
2022-06-07,19.8,26.2,14.8,64,17.4,896.8,45,5.40
2022-06-08,19.5,27.4,13.1,63,19.7,896.2,38,0.30
2022-06-09,20.8,27.4,13.9,55,13.7,897.7,17,0.20
2022-06-10,22.2,28.7,15.8,49,17.1,899.1,19,0.00
2022-06-11,23.2,31.8,16.1,43,32.5,897.8,15,0.70
2022-06-12,19.1,23.7,16.0,55,16.3,892.5,54,3.10
2022-06-13,18.5,23.6,13.4,60,12.7,894.1,44,1.10
2022-06-14,17.5,22.3,13.1,72,14.6,897.2,60,11.00
2022-06-15,18.9,24.1,13.6,61,15.7,901.9,24,0.20
2022-06-16,20.5,25.0,15.4,52,12.6,902.7,8,0.00
2022-06-17,21.3,26.5,15.2,52,14.8,901.3,7,0.00
2022-06-18,22.7,28.4,16.7,48,13.8,899.8,7,0.00
2022-06-19,22.8,28.6,16.4,47,17.9,900.4,19,0.00
2022-06-20,23.9,30.4,16.5,42,14.5,899.9,11,0.00
2022-06-21,20.3,24.4,15.7,50,21.9,895.0,23,1.40
2022-06-22,21.4,28.4,15.0,46,24.5,897.0,9,0.10
2022-06-23,21.5,27.6,15.1,41,21.4,899.3,23,0.00
2022-06-24,19.3,23.9,15.4,58,18.3,897.5,60,6.90
2022-06-25,18.5,24.0,12.8,52,19.6,898.5,32,0.00
2022-06-26,18.3,23.7,12.7,50,18.1,899.0,35,0.00
2022-06-27,18.9,24.5,12.7,52,17.2,899.5,44,0.00
2022-06-28,19.5,23.0,15.1,55,14.5,898.3,67,0.20
2022-06-29,18.9,23.5,15.3,64,11.9,898.9,80,1.80
2022-06-30,21.0,26.6,16.0,54,23.0,898.5,43,1.40
2022-07-01,20.2,24.9,15.7,61,20.9,899.1,20,0.10
2022-07-02,21.2,26.6,15.9,49,23.9,901.2,2,0.00
2022-07-03,20.6,26.6,14.5,39,24.0,901.3,0,0.00
2022-07-04,20.3,27.2,13.1,33,18.8,900.1,0,0.00
2022-07-05,21.8,28.4,14.5,35,16.3,899.3,0,0.00
2022-07-06,22.8,30.0,15.0,35,13.3,898.0,0,0.00
2022-07-07,24.7,31.4,17.4,31,15.8,897.6,12,0.00
2022-07-08,25.7,31.6,18.0,40,14.2,898.7,18,0.00
2022-07-09,26.2,33.1,18.5,36,18.0,895.1,9,0.00
2022-07-10,22.8,30.0,17.3,49,26.2,893.3,26,0.20
2022-07-11,21.7,27.6,15.4,47,13.4,899.2,28,0.00
2022-07-12,23.2,29.8,17.0,39,19.2,901.7,13,0.00
2022-07-13,23.9,30.4,17.5,34,18.0,900.4,5,0.00
2022-07-14,22.7,28.3,17.4,45,22.3,901.0,1,0.00
2022-07-15,21.5,27.3,15.0,46,16.8,899.0,0,0.00
2022-07-16,22.8,28.9,15.9,45,17.4,900.2,2,0.00
2022-07-17,23.0,28.2,17.5,44,23.4,901.9,5,0.00
2022-07-18,22.5,27.1,17.9,48,26.1,902.1,27,0.00
2022-07-19,21.5,26.7,16.7,52,21.6,901.9,31,0.40
2022-07-20,21.1,26.9,14.6,45,17.9,901.3,0,0.00
2022-07-21,21.2,26.7,15.6,41,18.8,900.3,0,0.00
2022-07-22,22.9,29.2,16.6,36,14.9,901.1,0,0.00
2022-07-23,23.5,29.2,17.8,35,18.9,901.9,0,0.00
2022-07-24,22.2,27.7,17.1,32,21.4,901.0,0,0.00
2022-07-25,22.1,28.2,16.0,33,19.4,899.4,0,0.00
2022-07-26,23.4,29.4,16.9,33,15.9,898.5,0,0.00
2022-07-27,24.6,31.5,17.3,31,16.5,898.7,0,0.00
2022-07-28,26.7,33.9,18.5,26,16.1,899.9,0,0.00
2022-07-29,27.6,34.5,19.7,21,14.3,900.1,0,0.00
2022-07-30,28.3,34.8,21.6,20,20.7,899.2,1,0.00
2022-07-31,28.0,35.1,20.7,23,17.3,897.0,6,0.00
2022-08-01,27.8,34.1,20.1,35,15.9,896.4,10,0.00
2022-08-02,27.6,33.5,20.7,40,20.4,897.9,10,0.00
2022-08-03,27.5,33.4,20.9,39,19.7,899.5,8,0.00
2022-08-04,28.9,35.3,22.2,34,12.3,900.0,21,0.00
2022-08-05,29.2,35.4,23.1,31,15.8,898.9,6,0.00
2022-08-06,29.3,35.6,22.9,32,13.4,896.3,17,0.00
2022-08-07,26.5,31.2,21.7,45,19.0,895.5,9,0.00
2022-08-08,26.3,31.4,21.1,40,17.2,897.7,6,0.00
2022-08-09,26.5,32.1,21.0,34,14.9,897.8,6,0.00
2022-08-10,26.0,32.5,19.7,41,22.0,897.1,8,0.00
2022-08-11,24.4,29.7,18.7,44,16.8,898.5,13,0.00
2022-08-12,25.0,30.6,18.5,40,16.9,899.7,3,0.00
2022-08-13,26.5,32.6,19.9,31,14.8,897.3,13,0.00
2022-08-14,26.4,33.1,18.5,39,16.9,895.4,13,0.00
2022-08-15,26.2,33.4,18.6,35,20.9,895.7,10,0.00
2022-08-16,24.9,30.8,18.5,39,13.6,900.7,3,0.00
2022-08-17,26.0,32.9,19.3,32,21.2,899.4,15,0.00
2022-08-18,26.5,31.4,20.5,31,15.5,898.4,17,0.00
2022-08-19,26.2,31.7,20.5,36,19.2,897.9,17,0.00
2022-08-20,25.2,31.1,18.8,42,20.1,897.9,14,0.00
2022-08-21,26.6,32.9,19.6,32,11.7,896.2,21,0.00
2022-08-22,27.5,34.0,20.8,33,16.6,896.4,15,0.00
2022-08-23,27.6,34.4,19.7,26,14.3,898.2,6,0.00
2022-08-24,27.0,34.0,19.2,30,20.2,897.6,16,0.00
2022-08-25,24.2,31.9,16.7,37,16.9,897.3,12,0.00
2022-08-26,24.0,30.4,16.9,44,18.4,897.1,5,0.00
2022-08-27,23.7,30.3,16.7,46,12.4,899.4,8,0.00
2022-08-28,25.6,32.2,18.3,36,12.3,900.9,6,0.00
2022-08-29,27.2,34.1,20.7,35,13.1,902.4,2,0.00
2022-08-30,26.7,35.5,17.2,25,16.8,901.2,0,0.00
2022-08-31,25.4,34.9,15.8,23,19.1,899.9,0,0.00
2022-09-01,24.9,33.1,16.5,25,11.9,898.5,0,0.00
2022-09-02,25.3,32.9,17.2,20,13.3,899.7,0,0.00
2022-09-03,25.3,33.3,16.1,20,16.9,900.9,0,0.00
2022-09-04,24.6,30.4,18.4,45,19.0,903.8,6,0.00
2022-09-05,23.2,29.2,18.2,48,17.7,902.2,18,0.10
2022-09-06,19.9,25.2,15.7,53,20.7,901.7,37,0.00
2022-09-07,17.0,22.2,12.2,47,18.4,902.5,0,0.00
2022-09-08,17.9,24.2,12.5,38,13.8,903.4,0,0.00
2022-09-09,19.9,26.9,13.0,31,12.5,904.2,0,0.00
2022-09-10,22.1,29.6,15.2,25,10.9,903.0,0,0.00
2022-09-11,24.4,33.3,16.0,23,13.3,899.9,0,0.00
2022-09-12,24.1,33.0,16.5,35,18.2,895.4,9,0.00
2022-09-13,19.7,24.3,15.5,54,12.6,896.3,31,0.30
2022-09-14,18.1,24.0,12.4,44,16.4,900.8,2,0.00
2022-09-15,20.2,27.7,12.4,36,9.8,903.1,0,0.00
2022-09-16,22.9,30.7,15.1,27,9.3,902.0,1,0.00
2022-09-17,25.2,33.5,16.9,26,12.0,898.6,0,0.00
2022-09-18,25.3,34.0,17.0,32,19.9,897.3,2,0.00
2022-09-19,21.9,27.0,16.9,47,11.7,898.9,8,0.00
2022-09-20,21.7,27.4,15.7,43,13.0,897.3,29,0.00
2022-09-21,18.6,24.3,13.6,49,21.0,896.7,41,0.00
2022-09-22,16.6,23.8,11.3,58,18.1,895.4,31,0.00
2022-09-23,13.8,18.9,9.4,50,14.1,899.3,60,0.00
2022-09-24,14.8,19.8,11.2,47,13.4,902.6,49,1.00
2022-09-25,15.6,22.2,9.2,29,8.9,905.5,0,0.00
2022-09-26,18.7,26.4,9.5,24,9.4,904.1,0,0.00
2022-09-27,20.5,29.2,11.9,23,17.6,899.8,20,0.00
2022-09-28,21.1,28.8,14.9,40,25.1,899.3,47,0.00
2022-09-29,20.9,27.9,13.1,54,18.5,901.6,6,0.00
2022-09-30,22.3,30.3,15.6,50,18.4,905.7,9,0.10
2022-10-01,22.6,30.1,16.6,45,13.0,907.9,2,0.00
2022-10-02,23.5,32.0,15.3,36,28.0,900.9,32,0.00
2022-10-03,17.3,21.9,12.5,57,16.3,897.9,15,0.00
2022-10-04,17.4,22.5,11.7,44,15.8,899.1,35,0.00
2022-10-05,16.2,21.0,10.5,54,19.9,904.7,39,0.00
2022-10-06,14.7,20.1,10.7,63,21.3,905.1,46,0.00
2022-10-07,12.3,16.3,10.3,71,21.0,901.4,72,1.60
2022-10-08,13.0,19.6,7.6,67,9.1,899.3,56,2.80
2022-10-09,13.5,18.8,9.9,69,11.2,902.2,65,0.30
2022-10-10,13.3,18.7,8.8,71,13.6,906.6,40,0.10
2022-10-11,14.6,20.7,8.8,56,9.1,905.9,22,0.00
2022-10-12,15.4,21.6,9.6,50,11.3,903.1,75,0.00
2022-10-13,15.0,21.4,9.2,50,14.0,902.4,24,0.00
2022-10-14,15.4,21.9,9.1,49,10.3,900.0,53,0.00
2022-10-15,15.0,20.8,10.2,59,7.2,897.8,82,0.00
2022-10-16,12.9,18.4,10.4,76,9.7,901.2,94,5.10
2022-10-17,13.9,17.2,10.8,81,23.7,905.1,87,3.70
2022-10-18,13.7,17.3,11.2,79,22.3,906.2,79,1.40
2022-10-19,14.0,19.3,9.1,75,9.8,901.3,57,0.00
2022-10-20,13.7,19.4,8.5,74,17.0,900.3,27,1.80
2022-10-21,10.7,14.8,7.5,61,17.9,904.1,49,0.00
2022-10-22,7.1,12.1,3.3,58,11.9,907.3,1,0.00
2022-10-23,8.5,16.5,1.6,45,7.6,906.5,5,0.00
2022-10-24,11.4,18.1,6.5,42,11.4,905.8,0,0.00
2022-10-25,11.5,17.6,7.2,55,8.1,904.4,0,0.00
2022-10-26,11.6,18.7,5.5,51,11.6,903.8,0,0.00
2022-10-27,12.0,19.0,6.5,53,15.0,906.7,0,0.00
2022-10-28,11.4,16.4,7.5,59,16.3,907.3,1,0.00
2022-10-29,8.9,14.8,4.5,58,14.5,905.4,1,0.00
2022-10-30,9.7,16.4,3.9,55,10.5,903.2,0,0.00
2022-10-31,11.0,18.2,4.4,55,8.7,902.0,10,0.00
2022-11-01,10.8,17.2,5.1,53,13.5,903.6,0,0.00
2022-11-02,9.7,16.6,3.8,48,9.8,903.5,0,0.00
2022-11-03,10.8,18.7,4.1,44,8.3,903.3,0,0.00
2022-11-04,11.6,19.5,5.3,49,12.2,902.1,11,0.00
2022-11-05,12.6,20.1,5.3,43,11.5,902.6,0,0.00
2022-11-06,12.8,18.6,6.7,37,10.1,901.7,10,0.00
2022-11-07,10.5,16.8,5.7,65,9.0,897.7,74,0.10
2022-11-08,10.4,14.9,7.0,65,14.5,899.9,51,0.10
2022-11-09,8.6,13.5,4.0,69,14.3,902.1,43,0.00
2022-11-10,8.2,13.6,3.4,64,10.7,904.4,5,0.00
2022-11-11,7.9,13.8,2.3,68,8.0,906.8,0,0.00
2022-11-12,7.9,15.0,2.5,68,9.1,908.0,0,0.00
2022-11-13,8.1,14.3,2.9,57,11.2,909.3,0,0.00
2022-11-14,6.3,12.9,0.3,51,9.3,904.7,0,0.00
2022-11-15,6.6,12.8,2.2,57,7.3,901.2,6,0.00
2022-11-16,7.4,15.8,0.9,46,9.1,895.9,25,0.00
2022-11-17,8.9,16.6,2.8,60,13.8,896.3,47,0.00
2022-11-18,11.5,16.4,7.4,68,17.1,899.6,98,0.00
2022-11-19,12.6,20.0,7.3,70,17.1,904.2,22,0.10
2022-11-20,12.3,20.0,7.2,71,11.7,906.9,70,0.00
2022-11-21,12.9,19.1,8.9,49,17.6,902.0,99,0.00
2022-11-22,11.2,16.8,6.5,62,14.0,898.6,33,1.10
2022-11-23,10.0,17.3,3.5,56,16.3,898.3,73,0.00
2022-11-24,9.4,12.3,6.2,80,22.9,893.4,94,6.30
2022-11-25,6.6,11.0,2.8,79,17.2,892.8,63,3.00
2022-11-26,4.7,8.3,0.5,70,15.8,901.2,57,0.20
2022-11-27,4.3,9.5,-0.0,66,6.8,903.5,95,0.00
2022-11-28,4.0,10.2,-1.1,69,6.6,899.9,93,0.00
2022-11-29,6.9,13.0,2.3,69,6.1,898.0,51,0.20
2022-11-30,8.4,14.8,3.7,70,9.4,899.4,50,0.00
2022-12-01,9.8,15.5,5.8,65,11.3,901.9,57,0.00
2022-12-02,8.4,15.1,2.9,70,8.7,902.7,15,0.10
2022-12-03,6.8,12.7,3.0,69,9.4,904.0,37,0.00
2022-12-04,5.9,11.0,2.0,72,8.4,905.1,27,0.00
2022-12-05,4.7,10.4,0.6,71,9.2,904.0,33,0.00
2022-12-06,4.1,9.4,-0.2,69,7.0,901.9,12,0.00
2022-12-07,5.4,11.1,-0.1,67,9.4,900.4,80,0.00
2022-12-08,6.2,13.1,1.2,71,12.0,902.1,17,0.00
2022-12-09,6.1,14.5,1.2,74,10.4,903.7,29,0.00
2022-12-10,7.0,14.7,2.1,68,9.8,902.2,87,0.00
2022-12-11,8.6,13.8,4.3,81,12.1,898.0,97,1.00
2022-12-12,8.3,14.0,4.1,81,11.5,895.6,98,3.60
2022-12-13,9.6,15.4,6.3,76,16.3,895.5,74,0.00
2022-12-14,8.4,10.4,7.3,90,8.2,896.8,99,13.40
2022-12-15,9.4,16.2,5.7,79,12.9,900.9,64,0.00
2022-12-16,8.7,15.1,4.1,80,7.8,905.2,67,0.00
2022-12-17,8.6,15.3,4.6,78,7.2,906.4,80,0.00
2022-12-18,8.0,14.2,3.7,75,5.9,907.7,40,0.00
2022-12-19,6.6,10.4,3.5,76,15.6,907.5,53,0.00
2022-12-20,2.2,5.6,-1.9,74,20.0,906.5,88,0.40
2022-12-21,-1.2,4.5,-4.3,71,12.2,904.1,40,0.00
2022-12-22,-0.9,5.6,-4.2,81,6.8,902.6,4,0.00
2022-12-23,-0.3,5.7,-3.6,82,7.2,899.8,3,0.00
2022-12-24,0.6,6.3,-3.0,86,8.2,899.2,28,0.00
2022-12-25,1.4,6.2,-2.5,79,10.3,900.9,75,0.40
2022-12-26,3.0,6.3,-0.6,74,20.2,905.8,63,0.00
2022-12-27,1.5,8.5,-2.9,67,7.6,907.6,3,0.00
2022-12-28,2.4,9.0,-1.7,59,7.2,906.7,3,0.00
2022-12-29,3.1,9.1,-0.5,72,6.5,908.3,0,0.00
2022-12-30,2.8,8.5,-1.1,71,6.3,909.8,0,0.00
2022-12-31,2.2,8.1,-2.0,68,6.7,910.2,0,0.00
2023-01-01,1.6,6.0,-1.8,63,8.8,912.3,14,0.00
2023-01-02,0.4,5.5,-3.1,59,7.0,912.5,0,0.00
2023-01-03,0.5,5.9,-3.1,54,7.9,909.8,0,0.00
2023-01-04,1.2,6.4,-2.5,50,5.8,905.2,4,0.00
2023-01-05,0.9,6.8,-2.7,60,8.6,903.3,18,0.00
2023-01-06,2.1,8.9,-4.0,58,8.6,901.0,36,0.30
2023-01-07,0.6,5.7,-2.7,80,8.0,904.5,15,0.00
2023-01-08,-1.6,4.6,-4.6,84,6.3,903.6,33,0.00
2023-01-09,-1.8,4.6,-4.8,73,7.8,904.6,9,0.00
2023-01-10,1.9,10.3,-4.0,68,15.8,903.3,38,0.00
2023-01-11,4.4,8.4,-0.4,82,21.4,901.7,99,0.10
2023-01-12,4.5,9.1,0.7,74,13.7,900.1,99,0.60
2023-01-13,3.6,8.1,-0.6,52,8.9,899.5,94,0.00
2023-01-14,2.3,7.4,-1.5,55,8.3,899.3,54,0.00
2023-01-15,2.7,8.1,-2.1,55,9.1,900.2,68,0.00
2023-01-16,3.0,8.7,-1.0,70,7.0,898.2,39,0.00
2023-01-17,4.2,11.9,-1.0,73,18.7,900.6,53,0.10
2023-01-18,5.6,13.2,1.4,75,18.6,903.1,61,0.00
2023-01-19,5.7,12.6,-0.5,65,8.6,904.4,16,0.00
2023-01-20,6.5,14.1,0.9,44,13.2,899.6,1,0.00
2023-01-21,4.6,11.5,-0.1,64,7.7,901.4,12,0.00
2023-01-22,4.6,11.2,-0.5,49,6.8,903.3,6,0.00
2023-01-23,3.9,10.3,-1.0,53,7.0,904.8,0,0.00
2023-01-24,3.6,10.1,-1.0,53,7.5,905.1,0,0.00
2023-01-25,2.1,7.8,-2.2,64,10.8,903.9,1,0.00
2023-01-26,1.8,7.8,-3.0,71,9.0,902.7,42,0.00
2023-01-27,6.3,12.8,-0.7,50,29.0,896.5,74,0.60
2023-01-28,4.9,10.4,1.3,79,20.4,893.8,66,5.20
2023-01-29,2.5,7.7,-1.3,82,11.7,895.8,52,1.90
2023-01-30,0.8,3.9,-1.1,76,7.6,894.5,72,0.20
2023-01-31,-0.1,3.1,-3.6,71,14.0,889.0,74,1.90
2023-02-01,-1.9,1.5,-5.2,68,19.2,892.7,77,0.00
2023-02-02,-1.8,3.6,-5.9,57,18.4,900.0,19,0.00
2023-02-03,-0.1,7.7,-5.1,50,10.8,900.1,41,0.00
2023-02-04,-1.3,3.2,-4.1,75,9.7,895.8,79,1.40
2023-02-05,-0.9,2.9,-4.2,74,20.2,889.8,84,11.30
2023-02-06,-0.8,0.7,-1.8,76,32.9,885.6,100,14.40
2023-02-07,-3.6,-1.6,-5.8,77,31.3,896.8,88,1.20
2023-02-08,-7.7,-4.6,-11.0,74,20.3,904.2,38,0.00
2023-02-09,-9.4,-4.4,-14.1,83,10.0,907.2,63,0.00
2023-02-10,-9.1,-5.8,-14.5,84,8.4,909.2,76,0.00
2023-02-11,-8.5,-5.5,-11.9,86,7.8,908.4,96,0.00
2023-02-12,-11.4,-7.8,-16.3,82,9.0,905.1,32,0.00
2023-02-13,-9.1,-4.5,-13.0,70,6.9,908.8,12,0.00
2023-02-14,-7.8,-3.0,-12.2,76,7.3,904.9,10,0.00
2023-02-15,-5.7,-0.3,-11.1,71,10.5,902.9,20,0.00
2023-02-16,-6.5,0.2,-11.7,78,11.8,907.4,20,0.00
2023-02-17,-3.8,4.1,-12.1,64,8.4,909.2,7,0.00
2023-02-18,0.9,9.7,-6.2,50,9.7,906.1,12,0.00
2023-02-19,4.5,14.1,-2.7,49,6.3,903.6,31,0.00
2023-02-20,4.5,12.4,-1.3,62,14.1,900.7,41,0.00
2023-02-21,3.2,11.8,-4.9,64,9.3,901.8,34,0.00
2023-02-22,5.2,14.3,-1.7,51,8.3,898.8,5,0.00
2023-02-23,5.3,13.7,-1.4,56,12.1,897.6,57,0.00
2023-02-24,6.5,14.7,0.1,57,9.7,899.4,53,0.00
2023-02-25,6.3,15.3,-1.6,61,17.6,898.8,9,0.00
2023-02-26,7.1,15.8,0.3,61,14.7,902.2,11,0.00
2023-02-27,9.5,19.6,2.2,41,11.6,906.0,67,0.00
2023-02-28,10.7,19.3,2.9,42,9.4,906.9,90,0.00
